Posição,Tempo
1,0.028920412063598633
2,0.013962745666503906
3,0.014008045196533203
4,0.0139617919921875
5,0.013972043991088867
6,0.012956619262695312
7,0.01591181755065918
8,0.013963699340820312
9,0.013961553573608398
10,0.012965679168701172
11,0.011968851089477539
12,0.012964248657226562
13,0.014010190963745117
14,0.01396489143371582
15,0.012962579727172852
16,0.01297140121459961
17,0.011965513229370117
18,0.013962030410766602
19,0.011968135833740234
20,0.012963056564331055
21,0.013960123062133789
22,0.014961719512939453
23,0.014913558959960938
24,0.01396322250366211
25,0.012968778610229492
26,0.012960433959960938
27,0.012966156005859375
28,0.014959335327148438
29,0.014012575149536133
30,0.013023614883422852
31,0.012857437133789062
32,0.011967897415161133
33,0.02393817901611328
34,0.027924299240112305
35,0.02117180824279785
36,0.013734102249145508
37,0.01096963882446289
38,0.011967897415161133
39,0.03429365158081055
40,0.013580322265625
41,0.012963533401489258
42,0.010970115661621094
43,0.005984067916870117
44,0.005983591079711914
45,0.005984306335449219
46,0.005984306335449219
47,0.0049860477447509766
48,0.005983829498291016
49,0.005984783172607422
50,0.00498652458190918
51,0.0069811344146728516
52,0.005159616470336914
53,0.006808280944824219
54,0.006002187728881836
55,0.006963253021240234
56,0.005984067916870117
57,0.004986763000488281
58,0.0069811344146728516
59,0.006358623504638672
60,0.006652355194091797
61,0.007934093475341797
62,0.00701594352722168
63,0.006979942321777344
64,0.006948232650756836
65,0.007020473480224609
66,0.0069768428802490234
67,0.006947040557861328
68,0.006980180740356445
69,0.007978439331054688
70,0.008026361465454102
71,0.006934165954589844
72,0.0069806575775146484
73,0.007978677749633789
74,0.00704193115234375
75,0.007920026779174805
76,0.008010149002075195
77,0.00698399543762207
78,0.0069463253021240234
79,0.007014274597167969
80,0.006982088088989258
81,0.008941173553466797
82,0.0069811344146728516
83,0.007979154586791992
84,0.0069811344146728516
85,0.007100582122802734
86,0.007896661758422852
87,0.006979227066040039
88,0.006983041763305664
89,0.009082555770874023
90,0.007836341857910156
91,0.006979703903198242
92,0.008976221084594727
93,0.006981372833251953
94,0.010012626647949219
95,0.007942438125610352
96,0.00797581672668457
97,0.007979393005371094
98,0.007979154586791992
99,0.008014202117919922
100,0.007942438125610352
