Posição,Tempo
1,0.015953540802001953
2,0.007978439331054688
3,0.008014917373657227
4,0.008006572723388672
5,0.007949590682983398
6,0.007944822311401367
7,0.008012533187866211
8,0.007979631423950195
9,0.009993791580200195
10,0.007957220077514648
11,0.008941650390625
12,0.007978200912475586
13,0.007978677749633789
14,0.008976221084594727
15,0.007982015609741211
16,0.007975101470947266
17,0.006981611251831055
18,0.007978200912475586
19,0.00798177719116211
20,0.006979227066040039
21,0.007978439331054688
22,0.009973526000976562
23,0.010970115661621094
24,0.010970592498779297
25,0.011018753051757812
26,0.013965129852294922
27,0.012919187545776367
28,0.013012170791625977
29,0.012964963912963867
30,0.012967109680175781
31,0.015018224716186523
32,0.014853954315185547
33,0.011963844299316406
34,0.014013290405273438
35,0.018901348114013672
36,0.014009475708007812
37,0.01608753204345703
38,0.013832569122314453
39,0.03490114212036133
40,0.011973142623901367
41,0.011918067932128906
42,0.012018203735351562
43,0.011962890625
44,0.012964248657226562
45,0.013014554977416992
46,0.011876583099365234
47,0.011966466903686523
48,0.011968374252319336
49,0.010971307754516602
50,0.011966466903686523
51,0.012022733688354492
52,0.011961698532104492
53,0.014955282211303711
54,0.012922048568725586
55,0.012966156005859375
56,0.01196742057800293
57,0.011967658996582031
58,0.011968135833740234
59,0.013015508651733398
60,0.014960765838623047
61,0.013977527618408203
62,0.011945724487304688
63,0.014966249465942383
64,0.011963367462158203
65,0.012969732284545898
66,0.01296544075012207
67,0.011918067932128906
68,0.015009880065917969
69,0.014961004257202148
70,0.012914657592773438
71,0.012965202331542969
72,0.017005205154418945
73,0.013956785202026367
74,0.015962839126586914
75,0.013997316360473633
76,0.012883663177490234
77,0.013072490692138672
78,0.012855052947998047
79,0.012964963912963867
80,0.011968374252319336
81,0.014007806777954102
82,0.014962911605834961
83,0.01496267318725586
84,0.012965202331542969
85,0.012965679168701172
86,0.012960433959960938
87,0.012972593307495117
88,0.012912750244140625
89,0.015320777893066406
90,0.013651609420776367
91,0.011917829513549805
92,0.012964725494384766
93,0.016954898834228516
94,0.012965202331542969
95,0.011967658996582031
96,0.012965917587280273
97,0.015004634857177734
98,0.013962745666503906
99,0.013921737670898438
100,0.014009237289428711
