Posição,Tempo
1,0.012983083724975586
2,0.00796055793762207
3,0.00897836685180664
4,0.007976531982421875
5,0.007978439331054688
6,0.00700831413269043
7,0.00894927978515625
8,0.009974241256713867
9,0.007979393005371094
10,0.007978677749633789
11,0.008349418640136719
12,0.006657838821411133
13,0.007930278778076172
14,0.007978677749633789
15,0.0069806575775146484
16,0.0069811344146728516
17,0.008996009826660156
18,0.008032798767089844
19,0.006907463073730469
20,0.007000446319580078
21,0.0070192813873291016
22,0.008029937744140625
23,0.0059735774993896484
24,0.006930112838745117
25,0.009973764419555664
26,0.007010936737060547
27,0.008925437927246094
28,0.009114265441894531
29,0.008812665939331055
30,0.008064746856689453
31,0.007891178131103516
32,0.008978128433227539
33,0.00997161865234375
34,0.011007070541381836
35,0.008940935134887695
36,0.009973764419555664
37,0.008974075317382812
38,0.009990930557250977
39,0.009000301361083984
40,0.007954835891723633
41,0.006962776184082031
42,0.006981372833251953
43,0.007980823516845703
44,0.009972095489501953
45,0.0059833526611328125
46,0.00997471809387207
47,0.006979703903198242
48,0.009102821350097656
49,0.00691533088684082
50,0.007920026779174805
51,0.007018089294433594
52,0.007984638214111328
53,0.006982088088989258
54,0.00793313980102539
55,0.008993387222290039
56,0.007961273193359375
57,0.0069811344146728516
58,0.008115291595458984
59,0.00884103775024414
60,0.007978439331054688
61,0.008037567138671875
62,0.009976863861083984
63,0.006917715072631836
64,0.007979154586791992
65,0.008015155792236328
66,0.007942676544189453
67,0.0070345401763916016
68,0.006972789764404297
69,0.006977081298828125
70,0.006983041763305664
71,0.00800013542175293
72,0.008953332901000977
73,0.008975028991699219
74,0.0069828033447265625
75,0.008933305740356445
76,0.0070514678955078125
77,0.007966279983520508
78,0.006924629211425781
79,0.0060312747955322266
80,0.006994485855102539
81,0.005990028381347656
82,0.006962776184082031
83,0.00598454475402832
84,0.008928775787353516
85,0.008975028991699219
86,0.010979652404785156
87,0.008966207504272461
88,0.010009527206420898
89,0.009009838104248047
90,0.011899232864379883
91,0.010040998458862305
92,0.010904073715209961
93,0.009970426559448242
94,0.010972738265991211
95,0.009109973907470703
96,0.015902996063232422
97,0.015052080154418945
98,0.014791250228881836
99,0.012978553771972656
100,0.011998891830444336
