Posição,Tempo
1,0.07384705543518066
2,0.06482815742492676
3,0.055805206298828125
4,0.03893399238586426
5,0.029918193817138672
6,0.027924537658691406
7,0.028888225555419922
8,0.046872615814208984
9,0.04792022705078125
10,0.05979299545288086
11,0.061879634857177734
12,0.05888032913208008
13,0.056816816329956055
14,0.03189659118652344
15,0.033960819244384766
16,0.02986931800842285
17,0.032910823822021484
18,0.03586935997009277
19,0.03194999694824219
20,0.04588794708251953
21,0.04486989974975586
22,0.04085540771484375
23,0.04492664337158203
24,0.048868417739868164
25,0.06084275245666504
26,0.057846784591674805
27,0.037882328033447266
28,0.02792525291442871
29,0.02593684196472168
30,0.032903194427490234
31,0.03091907501220703
32,0.04684162139892578
33,0.050861358642578125
34,0.04791879653930664
35,0.056801557540893555
36,0.042885780334472656
37,0.036901235580444336
38,0.028921842575073242
39,0.0269773006439209
40,0.03286266326904297
41,0.03594040870666504
42,0.03889584541320801
43,0.04584217071533203
44,0.07479977607727051
45,0.06482577323913574
46,0.07689404487609863
47,0.055795907974243164
48,0.0289304256439209
49,0.03485369682312012
50,0.029920339584350586
51,0.029956340789794922
52,0.026929140090942383
53,0.03087902069091797
54,0.02895975112915039
55,0.0269317626953125
56,0.04487490653991699
57,0.04188847541809082
58,0.038860321044921875
59,0.08278059959411621
60,0.06911587715148926
61,0.04657173156738281
62,0.03891921043395996
63,0.027904033660888672
64,0.02696084976196289
65,0.033063650131225586
66,0.029733657836914062
67,0.029920578002929688
68,0.05385541915893555
69,0.05186271667480469
70,0.06587600708007812
71,0.0617833137512207
72,0.06582331657409668
73,0.06183457374572754
74,0.06083822250366211
75,0.06486964225769043
76,0.06383562088012695
77,0.06881570816040039
78,0.05585026741027832
79,0.06078767776489258
80,0.08976197242736816
81,0.06283378601074219
82,0.06287360191345215
83,0.06283378601074219
84,0.07180213928222656
85,0.05486011505126953
86,0.0667731761932373
87,0.06283164024353027
88,0.059891700744628906
89,0.06282997131347656
90,0.06278204917907715
91,0.06083822250366211
92,0.09878277778625488
93,0.06382966041564941
94,0.060796260833740234
95,0.059833526611328125
96,0.06482672691345215
97,0.05888724327087402
98,0.06478118896484375
99,0.0718076229095459
100,0.06682205200195312
