Posição,Tempo
1,0.07584810256958008
2,0.061783552169799805
3,0.05684709548950195
4,0.050902366638183594
5,0.04883074760437012
6,0.04392838478088379
7,0.0468745231628418
8,0.0577998161315918
9,0.04189443588256836
10,0.04591941833496094
11,0.04383397102355957
12,0.05490398406982422
13,0.05081367492675781
14,0.050901174545288086
15,0.041886091232299805
16,0.05581521987915039
17,0.06088447570800781
18,0.057798147201538086
19,0.05385613441467285
20,0.0847775936126709
21,0.03988766670227051
22,0.03690457344055176
23,0.03689932823181152
24,0.041887760162353516
25,0.04188728332519531
26,0.04041767120361328
27,0.04040336608886719
28,0.04107189178466797
29,0.03967571258544922
30,0.03690028190612793
31,0.04886960983276367
32,0.0749812126159668
33,0.04473447799682617
34,0.033914804458618164
35,0.03290700912475586
36,0.02788853645324707
37,0.04692506790161133
38,0.04288148880004883
39,0.03984689712524414
40,0.04188990592956543
41,0.05090665817260742
42,0.05186009407043457
43,0.051819801330566406
44,0.08676743507385254
45,0.05385589599609375
46,0.059839487075805664
47,0.053899526596069336
48,0.0408473014831543
49,0.04188871383666992
50,0.05089735984802246
51,0.055815935134887695
52,0.050908565521240234
53,0.03888869285583496
54,0.02892613410949707
55,0.02592635154724121
56,0.041886091232299805
57,0.033873796463012695
58,0.03390979766845703
59,0.03091740608215332
60,0.04192471504211426
61,0.03586697578430176
62,0.034906625747680664
63,0.04293370246887207
64,0.060832977294921875
65,0.05979776382446289
66,0.0629281997680664
67,0.05575370788574219
68,0.08776593208312988
69,0.059842824935913086
70,0.06187844276428223
71,0.0628352165222168
72,0.05185270309448242
73,0.05884742736816406
74,0.05879521369934082
75,0.05385613441467285
76,0.06200551986694336
77,0.06166410446166992
78,0.05789494514465332
79,0.06782031059265137
80,0.07080459594726562
81,0.05884909629821777
82,0.054802894592285156
83,0.05385446548461914
84,0.059883832931518555
85,0.06877255439758301
86,0.06287860870361328
87,0.05582690238952637
88,0.058843135833740234
89,0.060812950134277344
90,0.05585122108459473
91,0.058895111083984375
92,0.08372282981872559
93,0.0907583236694336
94,0.059891462326049805
95,0.054800987243652344
96,0.058887481689453125
97,0.05086779594421387
98,0.053853750228881836
99,0.05984354019165039
100,0.056850433349609375
