Posição,Tempo
1,0.030916213989257812
2,0.018950223922729492
3,0.02396988868713379
4,0.02193927764892578
5,0.020949125289916992
6,0.0169522762298584
7,0.014941930770874023
8,0.013985395431518555
9,0.017914295196533203
10,0.02393364906311035
11,0.019946813583374023
12,0.019946575164794922
13,0.021985530853271484
14,0.031871795654296875
15,0.03196835517883301
16,0.03090810775756836
17,0.030875444412231445
18,0.030997514724731445
19,0.03183126449584961
20,0.03613543510437012
21,0.04066276550292969
22,0.034952402114868164
23,0.0338897705078125
24,0.03388261795043945
25,0.0309140682220459
26,0.02596592903137207
27,0.029937267303466797
28,0.03191637992858887
29,0.03485393524169922
30,0.03989386558532715
31,0.04487729072570801
32,0.03490757942199707
33,0.018948078155517578
34,0.015958786010742188
35,0.013960838317871094
36,0.01595926284790039
37,0.014991998672485352
38,0.019914627075195312
39,0.01599597930908203
40,0.014960289001464844
41,0.013960123062133789
42,0.014959335327148438
43,0.013965845108032227
44,0.01691460609436035
45,0.018984556198120117
46,0.021905899047851562
47,0.023938417434692383
48,0.027034282684326172
49,0.0248260498046875
50,0.015955448150634766
51,0.013962507247924805
52,0.014079093933105469
53,0.016875028610229492
54,0.015920400619506836
55,0.015995264053344727
56,0.01991105079650879
57,0.018947362899780273
58,0.019948959350585938
59,0.023993253707885742
60,0.02291584014892578
61,0.024897336959838867
62,0.030917644500732422
63,0.038962364196777344
64,0.03584098815917969
65,0.034906625747680664
66,0.03295421600341797
67,0.03091883659362793
68,0.028924226760864258
69,0.020894289016723633
70,0.018985271453857422
71,0.016955137252807617
72,0.025897502899169922
73,0.03191184997558594
74,0.027925491333007812
75,0.021144390106201172
76,0.01475834846496582
77,0.01900172233581543
78,0.02089214324951172
79,0.021978139877319336
80,0.026959896087646484
81,0.026861906051635742
82,0.026925325393676758
83,0.019948244094848633
84,0.014957904815673828
85,0.01699376106262207
86,0.018945693969726562
87,0.021906375885009766
88,0.02203059196472168
89,0.026888370513916016
90,0.03785300254821777
91,0.03690218925476074
92,0.03195929527282715
93,0.0329136848449707
94,0.031911373138427734
95,0.01993727684020996
96,0.01591944694519043
97,0.014001846313476562
98,0.015917539596557617
99,0.01798725128173828
100,0.01595759391784668
