Posição,Tempo
1,0.03743124008178711
2,0.013533592224121094
3,0.01705622673034668
4,0.012786865234375
5,0.011944055557250977
6,0.012968778610229492
7,0.009969472885131836
8,0.015011310577392578
9,0.016954421997070312
10,0.019896268844604492
11,0.013962745666503906
12,0.019948959350585938
13,0.01396036148071289
14,0.012967824935913086
15,0.009995222091674805
16,0.01099252700805664
17,0.0119781494140625
18,0.019974470138549805
19,0.014926433563232422
20,0.015906810760498047
21,0.017002344131469727
22,0.015957355499267578
23,0.018905162811279297
24,0.015953779220581055
25,0.019948959350585938
26,0.014957427978515625
27,0.016006946563720703
28,0.01496267318725586
29,0.018900156021118164
30,0.01495671272277832
31,0.014960289001464844
32,0.013962268829345703
33,0.010970354080200195
34,0.008975505828857422
35,0.00797891616821289
36,0.010019063949584961
37,0.009973526000976562
38,0.009973287582397461
39,0.010947465896606445
40,0.010000467300415039
41,0.009972095489501953
42,0.017908334732055664
43,0.016998767852783203
44,0.01496124267578125
45,0.014910697937011719
46,0.013962507247924805
47,0.01495981216430664
48,0.014960527420043945
49,0.014962434768676758
50,0.012962102890014648
51,0.011967658996582031
52,0.009990692138671875
53,0.0069637298583984375
54,0.0079803466796875
55,0.009971857070922852
56,0.008975744247436523
57,0.00797891616821289
58,0.009974002838134766
59,0.00698089599609375
60,0.009019136428833008
61,0.009983539581298828
62,0.012958765029907227
63,0.014915943145751953
64,0.011965274810791016
65,0.013963460922241211
66,0.013009786605834961
67,0.01491546630859375
68,0.01501321792602539
69,0.01695084571838379
70,0.019899845123291016
71,0.015007257461547852
72,0.014959573745727539
73,0.014911413192749023
74,0.01401519775390625
75,0.016908645629882812
76,0.009965181350708008
77,0.01895308494567871
78,0.014992952346801758
79,0.013998746871948242
80,0.01392674446105957
81,0.016954898834228516
82,0.01695537567138672
83,0.01496267318725586
84,0.015001058578491211
85,0.013967752456665039
86,0.010965585708618164
87,0.008968830108642578
88,0.008984565734863281
89,0.01192331314086914
90,0.009971141815185547
91,0.008975744247436523
92,0.008975982666015625
93,0.011028051376342773
94,0.009966373443603516
95,0.01092076301574707
96,0.010972738265991211
97,0.010968208312988281
98,0.011016130447387695
99,0.01192474365234375
100,0.010970115661621094
